Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Research and Development of Bilinear QoS Routing Model over Disjoint Paths with Bandwidth Guarantees in SDN","Advances in Computer Science for Engineering and Education VI","","","","10.1007/978-3-031-36118-0_20","Oleksandr LemeshkoOleksandra YeremenkoMaryna YevdokymenkoBatoul Sleiman","2023","http://link.springer.com/chapter/10.1007/978-3-031-36118-0_20","Chapter"
"Optimal Fog Services Placement in SDN IoT Network Using Random Neural Networks and Cognitive Network Map","Artificial Intelligence and Soft Computing","","","","10.1007/978-3-030-61401-0_8","Piotr FröhlichErol Gelenbe","2020","http://link.springer.com/chapter/10.1007/978-3-030-61401-0_8","Chapter"
"Green Shipbuilding Technology for Boustead Naval Shipyard Sdn Bhd Towards Sustainable Shipbuilding Development","Advanced Maritime Technologies and Applications","","","","10.1007/978-3-030-89992-9_9","Noorhafize NoordinZulzamri Salleh","2022","http://link.springer.com/chapter/10.1007/978-3-030-89992-9_9","Chapter"
"SDN-Based Traffic Management for Personalized Ambient Assisted Living Healthcare System","Intelligence in Big Data Technologies—Beyond the Hype","","","","10.1007/978-981-15-5285-4_38","Deva Priya IsravelSalaja SilasElijah Blessing Rajsingh","2021","http://link.springer.com/chapter/10.1007/978-981-15-5285-4_38","Chapter"
"Intelligent Detection of DDoS Attacks in SDN Networks","Future Intent-Based Networking","","","","10.1007/978-3-030-92435-5_12","Nazar PelehOlha ShpurMykhailo Klymash","2022","http://link.springer.com/chapter/10.1007/978-3-030-92435-5_12","Chapter"
"NEA: An SDN Switch Architecture Suitable for Application-Oriented MAC","Advanced Information Networking and Applications","","","","10.1007/978-3-030-75078-7_30","Diego Nunes MolinosRomerson Deiny OliveiraMarcelo Silva FreitasMarcelo Barros de AlmeidaPedro Frosi RosaFlavio de Oliveira Silva","2021","http://link.springer.com/chapter/10.1007/978-3-030-75078-7_30","Chapter"
"An Orchestrator-Based SDN Framework with Its Northbound Interface","Advances in Communication Networking","","","","10.1007/978-3-319-13488-8_1","Amin AflatoonianAhmed BouabdallahVincent CatrosKarine GuillouardJean-Marie Bonnin","2014","http://link.springer.com/chapter/10.1007/978-3-319-13488-8_1","Chapter"
"SDN Dynamic Access Control Scheme Based on Prediction","Advanced Hybrid Information Processing","","","","10.1007/978-3-030-19086-6_7","Qian CuiShihui ZhengBin SunYongmei Cai","2019","http://link.springer.com/chapter/10.1007/978-3-030-19086-6_7","Chapter"
"Efficient SDN-Based Traffic Monitoring in IoT Networks with Double Deep Q-Network","Computational Data and Social Networks","","","","10.1007/978-3-030-66046-8_3","Tri Gia NguyenTrung V. PhanDinh Thai HoangTu N. NguyenChakchai So-In","2020","http://link.springer.com/chapter/10.1007/978-3-030-66046-8_3","Chapter"
"SDN for 5G Mobile Networks: NORMA Perspective","Cognitive Radio Oriented Wireless Networks","","","","10.1007/978-3-319-40352-6_61","Bessem SayadiMarco GramagliaVasilis FriderikosDirk von HugoPaul ArnoldMarie-Line Alberi-MorelMiguel A. PuenteVincenzo SciancaleporeIgnacio DigonMarcos Rates Crippa","2016","http://link.springer.com/chapter/10.1007/978-3-319-40352-6_61","Chapter"
"QoE Management Framework for Internet Services in SDN Enabled Mobile Networks","Advances in Communication Networking","","","","10.1007/978-3-642-40552-5_11","Marcus EckertThomas Martin Knoll","2013","http://link.springer.com/chapter/10.1007/978-3-642-40552-5_11","Chapter"
"Research of the Influence of Compromise Probability in Secure Based Traffic Engineering Model in SDN","Advances in Computer Science for Engineering and Education IV","","","","10.1007/978-3-030-80472-5_5","Oleksandr LemeshkoZhengbing HuAnastasiia ShapovalovaOleksandra YeremenkoMaryna Yevdokymenko","2021","http://link.springer.com/chapter/10.1007/978-3-030-80472-5_5","Chapter"
"Research on Reliable Transmission Based on UDP in Industrial SDN","7th International Conference on Computing, Control and Industrial Engineering (CCIE 2023)","","","","10.1007/978-981-99-2730-2_69","Tengbin LinDie LiuJiuqiang Xu","2023","http://link.springer.com/chapter/10.1007/978-981-99-2730-2_69","Chapter"
"Business Model Exploration for Software Defined Networks","Software Business","","","","10.1007/978-3-319-69191-6_7","Yudi XuSlinger JansenXuesong GaoSergio EspañaDong Zhang","2017","http://link.springer.com/chapter/10.1007/978-3-319-69191-6_7","Chapter"
"Exploring the Security of Software Defined Network Controllers","Informatics and Intelligent Applications","","","","10.1007/978-3-030-95630-1_12","Prabhjot KaurShiv PatelSanjana MittalSurbhi SharmaSergey Butakov","2022","http://link.springer.com/chapter/10.1007/978-3-030-95630-1_12","Chapter"
"Examining Software Defined Networking Adoption by Research and Educational Networks","Advances in Information and Communication","","","","10.1007/978-3-030-98015-3_46","Vasilka ChergarovaInkyoung HurLing WangJunping Sun","2022","http://link.springer.com/chapter/10.1007/978-3-030-98015-3_46","Chapter"
"A Comprehensive Survey on Software-Defined Network Controllers","Next Generation of Internet of Things","","","","10.1007/978-981-16-0666-3_18","Roaa ShubbarMohammad AlhisnawiAladdin AbdulhassanMahmood Ahamdi","2021","http://link.springer.com/chapter/10.1007/978-981-16-0666-3_18","Chapter"
"A Context-Aware Traffic Engineering Model for Software-Defined Networks","Nature of Computation and Communication","","","","10.1007/978-3-319-15392-6_8","Phuong T. NguyenHong Anh LeThomas Zinner","2015","http://link.springer.com/chapter/10.1007/978-3-319-15392-6_8","Chapter"
"Vulnerability Analysis of Software Defined Networking","Foundations and Practice of Security","","","","10.1007/978-3-319-51966-1_7","Salaheddine ZerkaneDavid EspesPhilippe Le ParcFréderic Cuppens","2017","http://link.springer.com/chapter/10.1007/978-3-319-51966-1_7","Chapter"
"Securing Software Defined Networking Using Intrusion Detection System - A Review","Advances in Cyber Security","","","","10.1007/978-981-16-8059-5_26","Noor Al-Mi’aniMohammed AnbarYousef SanjalaweShankar Karuppayah","2021","http://link.springer.com/chapter/10.1007/978-981-16-8059-5_26","Chapter"
"Software-Defined Simulations for Continuous Development of Cloud and Data Center Networks","On the Move to Meaningful Internet Systems: OTM 2016 Conferences","","","","10.1007/978-3-319-48472-3_1","Pradeeban KathiraveluLuís Veiga","2016","http://link.springer.com/chapter/10.1007/978-3-319-48472-3_1","Chapter"
"A Survey of the Security and DDoS Attacks in the Software Defined Network","Innovations in Smart Cities Applications Volume 6","","","","10.1007/978-3-031-26852-6_40","Abdoulkarim TahirouKarim Konate","2023","http://link.springer.com/chapter/10.1007/978-3-031-26852-6_40","Chapter"
"Hybrid Software-Defined Network Monitoring","Internet and Distributed Computing Systems","","","","10.1007/978-3-030-34914-1_23","Abdulfatah A. G. AbushagurTan Saw ChinRizaludin KaspinNazaruddin OmarAhmad Tajuddin Samsudin","2019","http://link.springer.com/chapter/10.1007/978-3-030-34914-1_23","Chapter"
"Architecture of a High-Speed MPI_Bcast Leveraging Software-Defined Network","Euro-Par 2013: Parallel Processing Workshops","","","","10.1007/978-3-642-54420-0_86","Khureltulga DashdavaaSusumu DateHiroaki YamanakaEiji KawaiYasuhiro WatashibaKohei IchikawaHirotake AbeShinji Shimojo","2014","http://link.springer.com/chapter/10.1007/978-3-642-54420-0_86","Chapter"
"Prognostic Views on Software Defined Networks Based Security for Internet of Things","Applications and Techniques in Information Security","","","","10.1007/978-981-15-0871-4_8","Antony TaurshiaJaspher W. KathrineD. Shibin","2019","http://link.springer.com/chapter/10.1007/978-981-15-0871-4_8","Chapter"
"A Fault Tolerant Architecture for Software Defined Network","Emerging Research in Computing, Information, Communication and Applications","","","","10.1007/978-981-13-6001-5_48","Bini Y. BabyB. Karunakara RaiN. KarthikAkshith ChandraR. DheerajS. RaviShankar","2019","http://link.springer.com/chapter/10.1007/978-981-13-6001-5_48","Chapter"
"Software-Defined Networks: Need of Emerging Networks and Technologies","Proceedings of International Conference on IoT Inclusive Life (ICIIL 2019), NITTTR Chandigarh, India","","","","10.1007/978-981-15-3020-3_37","Deepak KumarJawahar Thakur","2020","http://link.springer.com/chapter/10.1007/978-981-15-3020-3_37","Chapter"
"Analysis of Detection Systems in a Software-Defined Network","Intelligent Computing","","","","10.1007/978-3-031-37963-5_91","Oluwapelumi FakolujoAmna Qureshi","2023","http://link.springer.com/chapter/10.1007/978-3-031-37963-5_91","Chapter"
"Context-Aware Software-Defined Networking for Automated Incident Response in Industrial Networks","Information Systems Security and Privacy","","","","10.1007/978-3-030-49443-8_7","Florian PatzerPhilipp LüdtkeAnkush MeshramJürgen Beyerer","2020","http://link.springer.com/chapter/10.1007/978-3-030-49443-8_7","Chapter"
"A Survey on Various Architectural Models Using Software-Defined Networks","Mobile Computing and Sustainable Informatics","","","","10.1007/978-981-19-2069-1_44","Alfred Raju M.Narendran Rajagopalan","2022","http://link.springer.com/chapter/10.1007/978-981-19-2069-1_44","Chapter"
"Reliable Data Delivery in Software-Defined Networking: A Survey","Contemporary Issues in Communication, Cloud and Big Data Analytics","","","","10.1007/978-981-16-4244-9_1","Prerna RaiHiren Kumar Deva Sarma","2022","http://link.springer.com/chapter/10.1007/978-981-16-4244-9_1","Chapter"
"Review of Software Defined Networking: Applications, Challenges and Advantages","Inventive Computation Technologies","","","","10.1007/978-3-030-33846-6_89","Upendra SinghVikas VankhedeShyam MaheshwariDevesh KumarNarendra Solanki","2020","http://link.springer.com/chapter/10.1007/978-3-030-33846-6_89","Chapter"
"SDNWisebed: A Software-Defined WSN Testbed","Ad-Hoc, Mobile, and Wireless Networks","","","","10.1007/978-3-030-31831-4_22","Jakob SchaererZhongliang ZhaoJose CarreraSeverin ZumbrunnTorsten Braun","2019","http://link.springer.com/chapter/10.1007/978-3-030-31831-4_22","Chapter"
"Cognition: A Tool for Reinforcing Security in Software Defined Networks","EVOLVE - A Bridge between Probability, Set Oriented Numerics, and Evolutionary Computation V","","","","10.1007/978-3-319-07494-8_6","Emilia TantarMaria Rita PalattellaTigran AvanesovMiroslaw KantorThomas Engel","2014","http://link.springer.com/chapter/10.1007/978-3-319-07494-8_6","Chapter"
"Handling Security Issues in Software-defined Networks (SDNs) Using Machine Learning","Computational Vision and Bio-Inspired Computing","","","","10.1007/978-981-16-9573-5_20","Deepak KumarJawahar Thakur","2022","http://link.springer.com/chapter/10.1007/978-981-16-9573-5_20","Chapter"
"A Novel Design for Real-Time Intrusion Response in Latest Software-Defined Networks by Graphical Security Models","Sustainable Communication Networks and Application","","","","10.1007/978-981-15-8677-4_45","L. Sri RamachandraK. Hareesh","2021","http://link.springer.com/chapter/10.1007/978-981-15-8677-4_45","Chapter"
"A Survey on Machine Learning Applications for Software Defined Network Security","Applied Cryptography and Network Security Workshops","","","","10.1007/978-3-030-29729-9_4","Juliana Arevalo HerreraJorge E. Camargo","2019","http://link.springer.com/chapter/10.1007/978-3-030-29729-9_4","Chapter"
"Security in Software-Defined-Networking: A Survey","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-319-49148-6_27","Zhen YaoZheng Yan","2016","http://link.springer.com/chapter/10.1007/978-3-319-49148-6_27","Chapter"
"Towards Web-Scale and Energy-Efficient Hybrid SDNs: Deployment Optimization and Fine-Grained Link State Management","Web Information Systems Engineering – WISE 2020","","","","10.1007/978-3-030-62005-9_40","Yufei LiuShang ChengXinli Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-62005-9_40","Chapter"
"Software-Defined Networking: Open-Source Alternatives for Small to Medium Sized Enterprises","Advanced Information Networking and Applications","","","","10.1007/978-3-030-75078-7_20","Paul ThornleyMaryam Bagheri","2021","http://link.springer.com/chapter/10.1007/978-3-030-75078-7_20","Chapter"
"A Systematic Review on Software Defined Networks Security: Threats and Mitigations","Advances in Information, Communication and Cybersecurity","","","","10.1007/978-3-030-91738-8_54","Yassine MalehImade Fahd Eddine FataniKhalid El Gholami","2022","http://link.springer.com/chapter/10.1007/978-3-030-91738-8_54","Chapter"
"Joint Switch Upgrade and VNF Placement for NFV-Based SDNs","Wireless Algorithms, Systems, and Applications","","","","10.1007/978-3-030-59019-2_10","Minli ZhangHongli XuXingpeng FanDa YaoLiusheng Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59019-2_10","Chapter"
"Software-Defined Multi-cloud Computing: A Vision, Architectural Elements, and Future Directions","Computational Science and Its Applications – ICCSA 2018","","","","10.1007/978-3-319-95162-1_1","Rajkumar BuyyaJungmin Son","2018","http://link.springer.com/chapter/10.1007/978-3-319-95162-1_1","Chapter"
"Cellular Learning Automata-Based Virtual Network Embedding in Software-Defined Networks","Proceedings of 2nd International Conference on Communication, Computing and Networking","","","","10.1007/978-981-13-1217-5_18","Dipanwita ThakurManas Khatua","2019","http://link.springer.com/chapter/10.1007/978-981-13-1217-5_18","Chapter"
"Investigation of the Impact of Vulnerability of x86 CPUs on the Performance of Software-Defined Networking Controllers","'Smart Technologies' for Society, State and Economy","","","","10.1007/978-3-030-59126-7_22","Sergey V. GalichAlexey O. PasyukEvgeny S. Semenov","2021","http://link.springer.com/chapter/10.1007/978-3-030-59126-7_22","Chapter"
"Performance, Benchmarking and Sizing in Developing Highly Scalable Enterprise Software","Performance Evaluation: Metrics, Models and Benchmarks","","","","10.1007/978-3-540-69814-2_12","Xiaoqing Cheng","2008","http://link.springer.com/chapter/10.1007/978-3-540-69814-2_12","Chapter"
"Review of Software-Defined Network-Enabled Security","Computational Intelligence for Engineering and Management Applications","","","","10.1007/978-981-19-8493-8_33","Neelam GuptaSarvesh TanwarSumit Badotra","2023","http://link.springer.com/chapter/10.1007/978-981-19-8493-8_33","Chapter"
"Principles of Building Modular Control Plane in Software-Defined Network","Progress in Advanced Information and Communication Technology and Systems","","","","10.1007/978-3-031-16368-5_17","Oleksander RomanovMykola NesterenkoVolodymyr MankivskyiOleksandr Zhuk","2023","http://link.springer.com/chapter/10.1007/978-3-031-16368-5_17","Chapter"
"S-SDS: A Framework for Security Deployment as Service in Software Defined Networks","Innovations and Interdisciplinary Solutions for Underserved Areas","","","","10.1007/978-3-030-34863-2_9","Adama ColyMaïssa Mbaye","2019","http://link.springer.com/chapter/10.1007/978-3-030-34863-2_9","Chapter"
"The Intelligent Routing Control Strategy Based on Deep Learning","IoT as a Service","","","","10.1007/978-3-030-67514-1_46","Jinsuo JiaYichun FuGuiyu ZhangXiaochen LiangPeng Xu","2021","http://link.springer.com/chapter/10.1007/978-3-030-67514-1_46","Chapter"
"DDOS Attack on Software-Defined Networks and Its Mitigation Techniques","Computational Intelligence, Communications, and Business Analytics","","","","10.1007/978-981-13-8578-0_22","Raktim DebSudipta Roy","2019","http://link.springer.com/chapter/10.1007/978-981-13-8578-0_22","Chapter"
"Software-Defined Networking—Imposed Security Measures Over Vulnerable Threats and Attacks","Soft Computing: Theories and Applications","","","","10.1007/978-981-13-0589-4_67","Umesh KumarSwapnesh TaterhNithesh Murugan Kaliyamurthy","2019","http://link.springer.com/chapter/10.1007/978-981-13-0589-4_67","Chapter"
